kind,class,ref_addr,size,instr_structural,instr_offset_only,instr_const_only,name
FUNC,reloc,0x20141074,36,0,0,0,Userdef_SFLASH_Busy_Wait.constprop.0.isra.0
FUNC,reloc,0x2016265c,32,0,0,0,GrainBuffer::~GrainBuffer()
FUNC,reloc,0x2016267c,48,0,0,0,GrainBuffer::~GrainBuffer()
FUNC,reloc,0x20164a38,264,0,0,0,"deluge::dsp::filter::SVFilter::setConfig(long, long, FilterMode, long, long)"
FUNC,reloc,0x20164b40,384,0,0,0,"GranularProcessor::setupGrainFX(long, long, long, long, long*, float)"
FUNC,reloc,0x20165070,384,0,0,0,GranularProcessor::processOneGrainSample(StereoSample)
FUNC,reloc,0x201652e0,176,0,0,0,GranularProcessor::GranularProcessor()
FUNC,reloc,0x20165390,432,0,0,0,"GranularProcessor::processGrainFX(std::span<StereoSample, 4294967295u>, long, long, long, long, long*, bool, float, long)"
FUNC,reloc,0x20165540,48,0,0,0,GranularProcessor::~GranularProcessor()
FUNC,reloc,0x201690f0,144,0,0,0,deluge::dsp::reverb::Freeverb::mute()
FUNC,reloc,0x2016a158,312,0,0,0,"AbsValueFollower::calcApproxRMS(std::span<StereoSample, 4294967295u>)"
FUNC,reloc,0x2016a2d0,344,0,0,0,"deluge::dsp::filter::HpLadderFilter::setConfig(long, long, FilterMode, long, long)"
FUNC,reloc,0x2016b1c4,24,0,0,0,EngineMkI::~EngineMkI()
FUNC,reloc,0x2016b1dc,24,0,0,0,FmCore::~FmCore()
FUNC,reloc,0x2016bd28,280,0,0,0,"RMSFeedbackCompressor::calcRMS(std::span<StereoSample, 4294967295u>)"
FUNC,reloc,0x2016c390,100,0,0,0,Delay::hasWrapped()
FUNC,reloc,0x2016c3f4,72,0,0,0,Delay::discardBuffers()
FUNC,reloc,0x2016c43c,260,0,0,0,"DelayBuffer::init(unsigned long, unsigned long, bool)"
FUNC,reloc,0x2016c540,276,0,0,0,"Delay::informWhetherActive(bool, long)"
FUNC,reloc,0x2016c798,160,0,0,0,"Delay::initializeSecondaryBuffer(long, bool)"
FUNC,reloc,0x2016c838,36,0,0,0,DelayBuffer::discard()
FUNC,reloc,0x2016c8d8,272,0,0,0,DelayBuffer::setupForRender(long)
FUNC,reloc,0x2016f340,104,0,0,0,DxVoice::keyup()
FUNC,reloc,0x2016f700,12,0,0,0,DxEngine::dxVoiceUnassigned(DxVoice*)
FUNC,reloc,0x201714d0,198,0,0,0,"std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace_cold(char*, unsigned int, char const*, unsigned int, unsigned int)"
OBJECT,data,0xc007198,11980,,,,deluge::l10n::built_in::english
OBJECT,data,0xc0042cc,11980,,,,deluge::l10n::built_in::seven_segment
OBJECT,data,0x2017b18c,116,,,,CSWTCH.2148
OBJECT,data,0x20185c8c,304,,,,vtable for deluge::gui::menu_item::sidechain::VolumeShortcut
OBJECT,data,0x2018c81c,304,,,,vtable for deluge::gui::menu_item::patch_cable_strength::Fixed
OBJECT,data,0x2019202c,304,,,,vtable for deluge::gui::menu_item::patch_cable_strength::Regular
OBJECT,data,0x20185130,384,,,,vtable for deluge::gui::menu_item::delay::Amount
OBJECT,data,0x2019215c,304,,,,vtable for deluge::gui::menu_item::patch_cable_strength::Range
OBJECT,data,0x2017b2e0,104,,,,"deluge::modulation::params::getParamDisplayName(deluge::modulation::params::Kind, long)::NAMES"
OBJECT,data,0x20180300,396,,,,vtable for deluge::gui::menu_item::filter::FilterParam
OBJECT,data,0x20181680,372,,,,vtable for deluge::gui::menu_item::patched_param::Integer
OBJECT,data,0x20181ab4,376,,,,vtable for deluge::gui::menu_item::arpeggiator::Rate
OBJECT,data,0x201847d8,376,,,,vtable for deluge::gui::menu_item::mod_fx::Rate
OBJECT,data,0x20186408,376,,,,vtable for deluge::gui::menu_item::reverb::Amount
OBJECT,data,0x2018c6dc,320,,,,vtable for deluge::gui::menu_item::MasterTranspose
OBJECT,data,0x2018ca38,372,,,,vtable for deluge::gui::menu_item::patched_param::Pan
OBJECT,data,0x2017d7f0,380,,,,vtable for deluge::gui::menu_item::envelope::Segment
OBJECT,data,0x20181430,376,,,,vtable for deluge::gui::menu_item::patched_param::IntegerNonFM
OBJECT,data,0x20184ac4,388,,,,vtable for deluge::gui::menu_item::mod_fx::Depth_Patched
OBJECT,data,0x201779e0,36,,,,chordTypeSemitoneOffsets
OBJECT,data,0x2017cf28,384,,,,vtable for deluge::gui::menu_item::osc::PulseWidth
OBJECT,data,0x20184448,364,,,,vtable for deluge::gui::menu_item::voice::Portamento
OBJECT,data,0x20185748,380,,,,vtable for deluge::gui::menu_item::stutter::Rate
OBJECT,data,0x2018608c,360,,,,vtable for deluge::gui::menu_item::sidechain::Shape
OBJECT,data,0x2017cdac,380,,,,vtable for deluge::gui::menu_item::osc::source::WaveIndex
OBJECT,data,0x2017d0a8,380,,,,vtable for deluge::gui::menu_item::osc::source::Feedback
OBJECT,data,0x2017d224,328,,,,vtable for deluge::gui::menu_item::modulator::Transpose
OBJECT,data,0x2017d36c,380,,,,vtable for deluge::gui::menu_item::source::patched_param::ModulatorFeedback
OBJECT,data,0x2017d4e8,388,,,,vtable for deluge::gui::menu_item::osc::source::Volume
OBJECT,data,0x2017d66c,388,,,,vtable for deluge::gui::menu_item::source::patched_param::ModulatorLevel
OBJECT,data,0x20182a30,376,,,,vtable for deluge::gui::menu_item::arpeggiator::Rhythm
OBJECT,data,0x20187b80,360,,,,vtable for deluge::gui::menu_item::unpatched_param::Pan
OBJECT,data,0x20187ec0,368,,,,vtable for deluge::gui::menu_item::delay::Amount_Unpatched
OBJECT,data,0x20188508,360,,,,vtable for deluge::gui::menu_item::sidechain::GlobalVolume
OBJECT,data,0x20180578,356,,,,vtable for deluge::gui::menu_item::audio_compressor::CompParam
OBJECT,data,0x20181c2c,360,,,,vtable for deluge::gui::menu_item::arpeggiator::KitRate
OBJECT,data,0x20182c9c,372,,,,vtable for deluge::gui::menu_item::arpeggiator::SequenceLength
OBJECT,data,0x2018333c,364,,,,vtable for deluge::gui::menu_item::randomizer::RandomizerSoundOnlyUnpatchedParam
OBJECT,data,0x20184950,372,,,,vtable for deluge::gui::menu_item::mod_fx::Feedback
OBJECT,data,0x20184c48,372,,,,vtable for deluge::gui::menu_item::mod_fx::Offset
OBJECT,data,0x20184ec4,360,,,,vtable for deluge::gui::menu_item::eq::EqUnpatchedParam
OBJECT,data,0x20186d70,356,,,,vtable for deluge::gui::menu_item::UnpatchedParam
OBJECT,data,0x20187cfc,380,,,,vtable for deluge::gui::menu_item::filter::UnpatchedFilterParam
OBJECT,data,0x20188044,360,,,,vtable for deluge::gui::menu_item::reverb::Amount_Unpatched
OBJECT,data,0x2018836c,360,,,,vtable for deluge::gui::menu_item::mod_fx::Rate_Unpatched
OBJECT,data,0x2017cc64,328,,,,vtable for deluge::gui::menu_item::sample::Transpose
OBJECT,data,0x2017de38,244,,,,vtable for deluge::gui::menu_item::HorizontalMenuGroup
OBJECT,data,0x201808f4,268,,,,vtable for deluge::gui::menu_item::audio_compressor::Attack
OBJECT,data,0x201827d0,364,,,,vtable for deluge::gui::menu_item::arpeggiator::ArpUnpatchedParam
OBJECT,data,0x201830dc,364,,,,vtable for deluge::gui::menu_item::randomizer::RandomizerUnpatchedParam
OBJECT,data,0x20183878,364,,,,vtable for deluge::gui::menu_item::randomizer::RandomizerNonKitSoundUnpatchedParam
OBJECT,data,0x20184354,244,,,,vtable for deluge::gui::menu_item::voice::VoiceCount
OBJECT,data,0x2018685c,244,,,,vtable for deluge::gui::menu_item::reverb::Pan
OBJECT,data,0x201881f8,372,,,,vtable for deluge::gui::menu_item::mod_fx::Depth_Unpatched
OBJECT,data,0x20192458,244,,,,vtable for deluge::gui::menu_item::mpe::ZoneNumMemberChannels
OBJECT,data,0x2017c8bc,252,,,,vtable for deluge::gui::menu_item::cv::Volts
OBJECT,data,0x2017c9b8,252,,,,vtable for deluge::gui::menu_item::cv::Transpose
OBJECT,data,0x201806dc,268,,,,vtable for deluge::gui::menu_item::audio_compressor::Ratio
OBJECT,data,0x201807e8,268,,,,vtable for deluge::gui::menu_item::audio_compressor::Blend
OBJECT,data,0x20180b0c,268,,,,vtable for deluge::gui::menu_item::audio_compressor::SideHPF
OBJECT,data,0x20182ba8,244,,,,vtable for deluge::gui::menu_item::arpeggiator::midi_cv::Rhythm
OBJECT,data,0x20182e10,244,,,,vtable for deluge::gui::menu_item::arpeggiator::midi_cv::SequenceLength
OBJECT,data,0x20186300,244,,,,vtable for deluge::gui::menu_item::reverb::sidechain::Shape
OBJECT,data,0x201889d4,268,,,,vtable for deluge::gui::menu_item::audio_clip::Transpose
OBJECT,data,0x2018a554,244,,,,vtable for deluge::gui::menu_item::midi::DefaultVelocityToLevel
OBJECT,data,0x2018ced0,244,,,,vtable for deluge::gui::menu_item::note::Velocity
OBJECT,data,0x2018d1ac,244,,,,vtable for deluge::gui::menu_item::note::Fill
OBJECT,data,0x2018d688,244,,,,vtable for deluge::gui::menu_item::note_row::Fill
OBJECT,data,0x2017c40c,244,,,,vtable for deluge::gui::menu_item::sample::TimeStretch
OBJECT,data,0x2017c500,236,,,,vtable for deluge::gui::menu_item::sample::Interpolation
OBJECT,data,0x20180a00,268,,,,vtable for deluge::gui::menu_item::audio_compressor::Release
OBJECT,data,0x20180d0c,244,,,,vtable for deluge::gui::menu_item::unison::Detune
OBJECT,data,0x20180e00,244,,,,vtable for deluge::gui::menu_item::unison::StereoSpread
OBJECT,data,0x20181d94,244,,,,vtable for deluge::gui::menu_item::arpeggiator::midi_cv::Rate
OBJECT,data,0x20181e88,244,,,,vtable for deluge::gui::menu_item::arpeggiator::Octaves
OBJECT,data,0x2018293c,244,,,,vtable for deluge::gui::menu_item::arpeggiator::midi_cv::Gate
OBJECT,data,0x20183248,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::SpreadGate
OBJECT,data,0x201834a8,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::SpreadOctave
OBJECT,data,0x2018359c,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::SpreadVelocity
OBJECT,data,0x20183690,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::RatchetAmount
OBJECT,data,0x20183784,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::RatchetProbability
OBJECT,data,0x201839e4,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::ChordPolyphony
OBJECT,data,0x20183ad8,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::ChordProbability
OBJECT,data,0x20183bcc,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::NoteProbability
OBJECT,data,0x20183cc0,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::SwapProbability
OBJECT,data,0x20183db4,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::BassProbability
OBJECT,data,0x20183ea8,244,,,,vtable for deluge::gui::menu_item::randomizer::midi_cv::GlideProbability
OBJECT,data,0x20184158,216,,,,vtable for deluge::gui::menu_item::submenu::ArpMpeSubmenu
OBJECT,data,0x20185b98,244,,,,vtable for deluge::gui::menu_item::sidechain::Send
OBJECT,data,0x20185ea4,244,,,,vtable for deluge::gui::menu_item::sidechain::Attack
OBJECT,data,0x20185f98,244,,,,vtable for deluge::gui::menu_item::sidechain::Release
OBJECT,data,0x2018620c,244,,,,vtable for deluge::gui::menu_item::reverb::sidechain::Volume
OBJECT,data,0x20186580,244,,,,vtable for deluge::gui::menu_item::reverb::RoomSize
OBJECT,data,0x20186674,244,,,,vtable for deluge::gui::menu_item::reverb::Damping
OBJECT,data,0x20186768,244,,,,vtable for deluge::gui::menu_item::reverb::Width
OBJECT,data,0x20186a3c,244,,,,vtable for deluge::gui::menu_item::reverb::HPF
OBJECT,data,0x20186b30,244,,,,vtable for deluge::gui::menu_item::reverb::LPF
OBJECT,data,0x20186c7c,244,,,,vtable for deluge::gui::menu_item::fx::Clipping
OBJECT,data,0x20188db8,244,,,,vtable for deluge::gui::menu_item::audio_clip::Attack
OBJECT,data,0x20189634,244,,,,vtable for deluge::gui::menu_item::record::CountIn
OBJECT,data,0x2018c5bc,216,,,,vtable for deluge::gui::menu_item::defaults::ScreensaverSubmenu
OBJECT,data,0x2018cce0,244,,,,vtable for deluge::gui::menu_item::note::IteranceDivisor
OBJECT,data,0x2018d0b8,244,,,,vtable for deluge::gui::menu_item::note::IterancePreset
OBJECT,data,0x2018d594,244,,,,vtable for deluge::gui::menu_item::note_row::IterancePreset
OBJECT,data,0x201919b8,236,,,,vtable for deluge::gui::menu_item::runtime_feature::SettingToggle
OBJECT,data,0x20191aa4,236,,,,vtable for deluge::gui::menu_item::runtime_feature::Setting
OBJECT,data,0x20191e54,236,,,,vtable for deluge::gui::menu_item::runtime_feature::OledOnlySettingToggle
OBJECT,data,0x2019236c,236,,,,vtable for deluge::gui::menu_item::mpe::ZoneSelector
OBJECT,data,0x2017dd4c,216,,,,vtable for deluge::gui::menu_item::Submenu
OBJECT,data,0x2017e114,216,,,,vtable for deluge::gui::menu_item::cv::Submenu
OBJECT,data,0x20180fc4,236,,,,vtable for deluge::gui::menu_item::sample::PitchSpeed
OBJECT,data,0x201817f4,236,,,,vtable for deluge::gui::menu_item::arpeggiator::PresetMode
OBJECT,data,0x20181f7c,236,,,,vtable for deluge::gui::menu_item::arpeggiator::OctaveMode
OBJECT,data,0x20182068,236,,,,vtable for deluge::gui::menu_item::arpeggiator::OctaveModeToNoteMode
OBJECT,data,0x20182154,236,,,,vtable for deluge::gui::menu_item::arpeggiator::OctaveModeToNoteModeForDrums
OBJECT,data,0x201826dc,244,,,,vtable for deluge::gui::menu_item::arpeggiator::StepRepeat
OBJECT,data,0x20182ff0,236,,,,vtable for deluge::gui::menu_item::randomizer::RandomizerLock
OBJECT,data,0x20184268,236,,,,vtable for deluge::gui::menu_item::voice::PolyphonyType
OBJECT,data,0x201858d0,244,,,,vtable for deluge::gui::menu_item::bend_range::Main
OBJECT,data,0x201859c4,244,,,,vtable for deluge::gui::menu_item::bend_range::PerFinger
OBJECT,data,0x20185ac0,216,,,,vtable for deluge::gui::menu_item::submenu::Bend
OBJECT,data,0x20186950,236,,,,vtable for deluge::gui::menu_item::reverb::Model
OBJECT,data,0x20186ee4,244,,,,vtable for deluge::gui::menu_item::midi::sound::OutputMidiChannel
OBJECT,data,0x20186fd8,244,,,,vtable for deluge::gui::menu_item::midi::sound::OutputMidiNoteForDrum
OBJECT,data,0x2018728c,216,,,,vtable for deluge::gui::menu_item::midi::device_definition::DeviceDefinitionSubmenu
OBJECT,data,0x201879bc,216,,,,vtable for deluge::gui::menu_item::submenu::PolyMonoConversion
OBJECT,data,0x20189d7c,216,,,,vtable for deluge::gui::menu_item::runtime_feature::Settings
OBJECT,data,0x2018a034,244,,,,vtable for deluge::gui::menu_item::midi::FollowKitRootNote
OBJECT,data,0x2018a128,236,,,,vtable for deluge::gui::menu_item::midi::FollowFeedbackChannelType
OBJECT,data,0x2018a9c0,216,,,,vtable for deluge::gui::menu_item::midi::Device
OBJECT,data,0x2018af38,244,,,,vtable for deluge::gui::menu_item::trigger::out::PPQN
OBJECT,data,0x2018bc68,244,,,,vtable for deluge::gui::menu_item::defaults::BendRange
OBJECT,data,0x2018bd5c,244,,,,vtable for deluge::gui::menu_item::defaults::MetronomeVolume
OBJECT,data,0x2018c3d4,236,,,,vtable for deluge::gui::menu_item::defaults::ScreensaverModeMenu
OBJECT,data,0x2018cfc4,244,,,,vtable for deluge::gui::menu_item::note::Probability
OBJECT,data,0x2018d2b0,244,,,,vtable for deluge::gui::menu_item::note_row::IteranceDivisor
OBJECT,data,0x20191b90,236,,,,vtable for deluge::gui::menu_item::runtime_feature::DevSysexSetting
OBJECT,data,0x20191d68,236,,,,vtable for deluge::gui::menu_item::runtime_feature::EmulatedDisplay
OBJECT,data,0x20191f40,236,,,,vtable for deluge::gui::menu_item::runtime_feature::RoundedCornersSettingToggle
OBJECT,data,0x2019228c,224,,,,vtable for deluge::gui::menu_item::MultiRange
OBJECT,data,0x2019254c,208,,,,vtable for deluge::gui::menu_item::DxParam
OBJECT,data,0x2019295c,236,,,,vtable for deluge::gui::menu_item::Colour
OBJECT,data,0x20177998,20,,,,vtable for std::bad_variant_access
OBJECT,data,0x2017ac6c,60,,,,vtable for deluge::dsp::reverb::Mutable
OBJECT,data,0x2017aca8,60,,,,vtable for deluge::dsp::reverb::Digital
OBJECT,data,0x2017e020,244,,,,vtable for deluge::gui::menu_item::envelope::EnvelopeMenu
OBJECT,data,0x20180120,244,,,,vtable for deluge::gui::menu_item::HorizontalMenu
OBJECT,data,0x20180214,236,,,,vtable for deluge::gui::menu_item::filter::FilterModeSelection
OBJECT,data,0x2018048c,236,,,,vtable for deluge::gui::menu_item::FilterRouting
OBJECT,data,0x20180c18,244,,,,vtable for deluge::gui::menu_item::unison::CountToStereoSpread
OBJECT,data,0x20181250,244,,,,vtable for deluge::gui::menu_item::submenu::Modulator
OBJECT,data,0x20181344,236,,,,vtable for deluge::gui::menu_item::modulator::Destination
OBJECT,data,0x201818e0,236,,,,vtable for deluge::gui::menu_item::arpeggiator::Mode
OBJECT,data,0x201819cc,232,,,,vtable for deluge::gui::menu_item::arpeggiator::Sync
OBJECT,data,0x20182240,236,,,,vtable for deluge::gui::menu_item::arpeggiator::NoteMode
OBJECT,data,0x2018232c,236,,,,vtable for deluge::gui::menu_item::arpeggiator::NoteModeForDrums
OBJECT,data,0x20182418,236,,,,vtable for deluge::gui::menu_item::arpeggiator::NoteModeFromOctaveMode
OBJECT,data,0x20182504,236,,,,vtable for deluge::gui::menu_item::arpeggiator::NoteModeFromOctaveModeForDrums
OBJECT,data,0x201825f0,236,,,,vtable for deluge::gui::menu_item::arpeggiator::ChordType
OBJECT,data,0x20182f04,236,,,,vtable for deluge::gui::menu_item::arpeggiator::IncludeInKitArp
OBJECT,data,0x2018406c,236,,,,vtable for deluge::gui::menu_item::arpeggiator::ArpMpeVelocity
OBJECT,data,0x201845b4,236,,,,vtable for deluge::gui::menu_item::voice::Priority
OBJECT,data,0x201846ec,236,,,,vtable for deluge::gui::menu_item::mod_fx::Type
OBJECT,data,0x20184dd0,244,,,,vtable for deluge::gui::menu_item::submenu::ModFxHorizontalMenu
OBJECT,data,0x2018503c,244,,,,vtable for deluge::gui::menu_item::eq::EqMenu
OBJECT,data,0x201852b0,236,,,,vtable for deluge::gui::menu_item::delay::PingPong
OBJECT,data,0x2018539c,236,,,,vtable for deluge::gui::menu_item::delay::Analog
OBJECT,data,0x20185488,232,,,,vtable for deluge::gui::menu_item::delay::Sync
OBJECT,data,0x20185584,236,,,,vtable for deluge::gui::menu_item::stutter::StutterDirection
OBJECT,data,0x20185dbc,232,,,,vtable for deluge::gui::menu_item::sidechain::Sync
OBJECT,data,0x20187364,244,,,,vtable for deluge::gui::menu_item::midi::Bank
OBJECT,data,0x20187458,244,,,,vtable for deluge::gui::menu_item::midi::Sub
OBJECT,data,0x2018754c,244,,,,vtable for deluge::gui::menu_item::midi::PGM
OBJECT,data,0x20187718,236,,,,vtable for deluge::gui::menu_item::cv::DualCVSelection
OBJECT,data,0x20188cb4,236,,,,vtable for deluge::gui::menu_item::AudioInterpolation
OBJECT,data,0x20188eb4,252,,,,vtable for deluge::gui::menu_item::gate::OffTime
OBJECT,data,0x201890a4,236,,,,vtable for deluge::gui::menu_item::gate::Selection
OBJECT,data,0x20189190,232,,,,vtable for deluge::gui::menu_item::swing::Interval
OBJECT,data,0x20189278,236,,,,vtable for deluge::gui::menu_item::shortcuts::Version
OBJECT,data,0x20189364,236,,,,vtable for deluge::gui::menu_item::keyboard::Layout
OBJECT,data,0x20189474,232,,,,vtable for deluge::gui::menu_item::record::Quantize
OBJECT,data,0x2018955c,216,,,,vtable for deluge::gui::menu_item::ToggleBool
OBJECT,data,0x20189728,236,,,,vtable for deluge::gui::menu_item::monitor::Mode
OBJECT,data,0x20189814,236,,,,vtable for deluge::gui::menu_item::record::ThresholdMode
OBJECT,data,0x20189900,236,,,,vtable for deluge::gui::menu_item::record::LoopCommand
OBJECT,data,0x20189a04,236,,,,vtable for deluge::gui::menu_item::sample::browser_preview::Mode
OBJECT,data,0x20189af0,236,,,,vtable for deluge::gui::menu_item::flash::Status
OBJECT,data,0x20189e54,236,,,,vtable for deluge::gui::menu_item::midi::Takeover
OBJECT,data,0x2018a214,236,,,,vtable for deluge::gui::menu_item::midi::FollowFeedbackAutomation
OBJECT,data,0x2018a368,236,,,,vtable for deluge::gui::menu_item::midi::Transpose
OBJECT,data,0x2018ae3c,244,,,,vtable for deluge::gui::menu_item::trigger::in::PPQN
OBJECT,data,0x2018b034,236,,,,vtable for deluge::gui::menu_item::defaults::KeyboardLayout
OBJECT,data,0x2018b120,236,,,,vtable for deluge::gui::menu_item::defaults::DefaultFavouritesLayout
OBJECT,data,0x2018b20c,216,,,,vtable for deluge::gui::menu_item::InvertedToggleBool
OBJECT,data,0x2018b300,236,,,,vtable for deluge::gui::menu_item::defaults::DefaultGridDefaultActiveMode
OBJECT,data,0x2018b3f8,236,,,,vtable for deluge::gui::menu_item::defaults::SessionLayout
OBJECT,data,0x2018b4ec,236,,,,vtable for deluge::gui::menu_item::defaults::AccessibilityMenuHighlighting
OBJECT,data,0x2018b5e0,236,,,,vtable for deluge::gui::menu_item::defaults::ui::clip_type::DefaultNewClipType
OBJECT,data,0x2018b7dc,232,,,,vtable for deluge::gui::menu_item::defaults::SwingInterval
OBJECT,data,0x2018b8c4,224,,,,vtable for deluge::gui::menu_item::KeyRange
OBJECT,data,0x2018ba90,244,,,,vtable for deluge::gui::menu_item::defaults::Velocity
OBJECT,data,0x2018be50,236,,,,vtable for deluge::gui::menu_item::defaults::PatchCablePolarity
OBJECT,data,0x2018bf3c,236,,,,vtable for deluge::gui::menu_item::defaults::StartupSongModeMenu
OBJECT,data,0x2018c028,244,,,,vtable for deluge::gui::menu_item::defaults::PadBrightness
OBJECT,data,0x2018c11c,236,,,,vtable for deluge::gui::menu_item::defaults::SliceMode
OBJECT,data,0x2018c4c0,244,,,,vtable for deluge::gui::menu_item::defaults::ScreensaverTimeout
OBJECT,data,0x2018c94c,236,,,,vtable for deluge::gui::menu_item::SynthModeSelection
OBJECT,data,0x2018d4a0,244,,,,vtable for deluge::gui::menu_item::note_row::Probability
OBJECT,data,0x2018d798,244,,,,vtable for deluge::gui::menu_item::midi::ProgramSubMenu
OBJECT,data,0x2018d8f8,236,,,,vtable for deluge::gui::menu_item::performance_session_view::EditingMode
OBJECT,data,0x20191800,220,,,,vtable for deluge::gui::menu_item::source_selection::Regular
OBJECT,data,0x201918dc,220,,,,vtable for deluge::gui::menu_item::source_selection::Range
OBJECT,data,0x20191c7c,236,,,,vtable for deluge::gui::menu_item::runtime_feature::ShiftIsSticky
OBJECT,data,0x201926ec,208,,,,vtable for deluge::gui::menu_item::DxEngineSelect
OBJECT,data,0x2017bf00,208,,,,vtable for deluge::gui::menu_item::DxOperatorParams
OBJECT,data,0x2017c15c,236,,,,vtable for deluge::gui::menu_item::osc::Type
OBJECT,data,0x2017c320,236,,,,vtable for deluge::gui::menu_item::sample::Repeat
OBJECT,data,0x2017c5ec,252,,,,vtable for deluge::gui::menu_item::osc::RetriggerPhase
OBJECT,data,0x2017c6e8,236,,,,vtable for deluge::gui::menu_item::lfo::Type
OBJECT,data,0x2017c7d4,232,,,,vtable for deluge::gui::menu_item::lfo::Sync
OBJECT,data,0x2017cab4,244,,,,vtable for deluge::gui::menu_item::midi::FollowChannelTrack
OBJECT,data,0x2017db90,236,,,,vtable for deluge::gui::menu_item::gate::Mode
OBJECT,data,0x2017df2c,244,,,,vtable for deluge::gui::menu_item::submenu::ActualSource
OBJECT,data,0x20180ef4,208,,,,vtable for deluge::gui::menu_item::FileSelector
OBJECT,data,0x201815a8,216,,,,vtable for deluge::gui::menu_item::osc::Sync
OBJECT,data,0x20187a94,236,,,,vtable for deluge::gui::menu_item::sequence::Direction
OBJECT,data,0x20188fb8,236,,,,vtable for deluge::gui::menu_item::cv::Selection
OBJECT,data,0x20189f40,244,,,,vtable for deluge::gui::menu_item::midi::FollowChannel
OBJECT,data,0x2018aa98,216,,,,vtable for deluge::gui::menu_item::midi::SendClock
OBJECT,data,0x2018ab70,216,,,,vtable for deluge::gui::menu_item::midi::ReceiveClock
OBJECT,data,0x2018b6fc,224,,,,vtable for deluge::gui::menu_item::IntegerRange
OBJECT,data,0x2018b9a4,236,,,,vtable for deluge::gui::menu_item::defaults::DefaultScale
OBJECT,data,0x2018bb84,228,,,,vtable for deluge::gui::menu_item::defaults::Magnitude
OBJECT,data,0x2018c208,244,,,,vtable for deluge::gui::menu_item::defaults::HoldTime
OBJECT,data,0x2019261c,208,,,,vtable for deluge::gui::menu_item::DxGlobalParams
OBJECT,data,0x201927bc,208,,,,vtable for deluge::gui::menu_item::DxCartridge
OBJECT,data,0x201779b8,12,,,,noteCodeToNoteLetter
OBJECT,data,0x201779c4,12,,,,noteCodeToNoteLetterFlats
OBJECT,data,0x201779d0,12,,,,noteCodeIsSharp
OBJECT,data,0x2017a0a8,196,,,,vtable for deluge::gui::ui::keyboard::KeyboardScreen
OBJECT,data,0x2017c248,216,,,,vtable for deluge::gui::menu_item::sample::Reverse
OBJECT,data,0x2017dc7c,208,,,,vtable for deluge::gui::menu_item::PatchCables
OBJECT,data,0x201810b0,208,,,,vtable for deluge::gui::menu_item::sample::Start
OBJECT,data,0x20181180,208,,,,vtable for deluge::gui::menu_item::sample::End
OBJECT,data,0x20185670,216,,,,vtable for deluge::gui::menu_item::stutter::QuantizedStutter
OBJECT,data,0x201870d4,216,,,,vtable for deluge::gui::menu_item::midi::device_definition::Linked
OBJECT,data,0x201871ac,216,,,,vtable for deluge::gui::menu_item::midi::device_definition::HideUnlabeled
OBJECT,data,0x20187640,216,,,,vtable for deluge::gui::menu_item::midi::MPEYToModWheel
OBJECT,data,0x20187804,216,,,,vtable for deluge::gui::menu_item::midi::AftertouchToMono
OBJECT,data,0x201878dc,216,,,,vtable for deluge::gui::menu_item::midi::MPEToMono
OBJECT,data,0x2018a648,216,,,,vtable for deluge::gui::menu_item::midi::DeviceSendClock
OBJECT,data,0x2018a720,216,,,,vtable for deluge::gui::menu_item::midi::DeviceReceiveClock
OBJECT,data,0x2018a7f8,216,,,,vtable for deluge::gui::menu_item::midi::DeviceIsRelative
OBJECT,data,0x2018a8d0,216,,,,vtable for deluge::gui::menu_item::midi::DeviceSendThru
OBJECT,data,0x2018ac48,216,,,,vtable for deluge::gui::menu_item::midi::Devices
OBJECT,data,0x2018ad20,236,,,,vtable for deluge::gui::menu_item::mpe::DirectionSelector
OBJECT,data,0x2018cdd4,216,,,,vtable for deluge::gui::menu_item::note::IteranceStepToggle
OBJECT,data,0x2018d3a4,216,,,,vtable for deluge::gui::menu_item::note_row::IteranceStepToggle
OBJECT,data,0x2019288c,208,,,,vtable for deluge::gui::menu_item::DxBrowseMenu
OBJECT,data,0x201d84fc,72,,,,vtable for deluge::gui::ui::keyboard::layout::KeyboardLayoutChordLibrary
OBJECT,data,0x201779ac,12,,,,typeinfo for std::bad_variant_access
OBJECT,data,0x2017b358,68,,,,"deluge::modulation::params::getParamDisplayName(deluge::modulation::params::Kind, long)::NAMES"
OBJECT,data,0x2017c08c,208,,,,vtable for deluge::gui::menu_item::osc::AudioRecorder
OBJECT,data,0x2017e3c4,124,,,,vtable for deluge::hid::display::OLED
OBJECT,data,0x20188684,208,,,,vtable for deluge::gui::menu_item::EditName
OBJECT,data,0x20188754,208,,,,vtable for deluge::gui::menu_item::audio_clip::SetClipLengthEqualToSampleLength
