kind,class,ref_addr,size,instr_structural,instr_offset_only,instr_const_only,name
FUNC,logic,0x2011cd84,232,2,3,4,SaveKitRowUI::opened()
FUNC,logic,0x2013baec,868,2,6,1,SampleBrowser::previewIfPossible(long)
FUNC,logic,0x20145d78,640,2,5,2,"AudioClipView::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x20070478,1002,2,0,6,"SessionView::gridRenderClipColor(Clip*, long, long, bool) [clone .isra.0]"
FUNC,logic,0x20090218,120,2,6,0,deluge::gui::context_menu::ClearSong::getOptions()
FUNC,logic,0x20090520,116,2,4,2,deluge::gui::context_menu::MidiLearnMode::getOptions()
FUNC,logic,0x200b1de8,392,2,4,2,doAnyPendingUIRendering()
FUNC,logic,0x200d0a74,258,2,2,4,deluge::gui::menu_item::stutter::StutterDirection::getNotificationValue(StringBuf&)
FUNC,logic,0x200d2034,164,2,2,4,deluge::gui::menu_item::SynthModeSelection::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d235c,164,2,2,4,deluge::gui::menu_item::FilterRouting::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200907f8,116,2,4,1,deluge::gui::context_menu::DoneStemExport::getOptions()
FUNC,logic,0x200ac148,156,2,2,3,"Cluster::create(Cluster::Type, bool, void*)"
FUNC,logic,0x200b3e70,828,2,4,1,deluge::gui::menu_item::MultiRange::selectEncoderAction(long)
FUNC,logic,0x200d1c24,148,2,2,3,deluge::gui::menu_item::sample::PitchSpeed::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1d4c,148,2,2,3,deluge::gui::menu_item::randomizer::RandomizerLock::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1f08,148,2,2,3,deluge::gui::menu_item::AudioInterpolation::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2178,164,2,2,3,deluge::gui::menu_item::performance_session_view::EditingMode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d24a4,164,2,2,3,deluge::gui::menu_item::defaults::DefaultGridDefaultActiveMode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2730,164,2,2,3,deluge::gui::menu_item::reverb::Model::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x201387f0,1560,2,4,1,"SampleBrowser::claimCurrentFile(long, long, long, bool)"
FUNC,logic,0x2009059c,112,2,4,0,deluge::gui::context_menu::OverwriteFile::getOptions()
FUNC,logic,0x20090610,112,2,4,0,deluge::gui::context_menu::ResetSettings::getOptions()
FUNC,logic,0x20090780,112,2,4,0,deluge::gui::context_menu::CancelStemExport::getOptions()
FUNC,logic,0x200ab1a8,136,2,2,2,"Action::recordClipLengthChange(Clip*, long)"
FUNC,logic,0x200ab34c,124,2,2,2,"Action::recordClipInstanceExistenceChange(Output*, ClipInstance*, ExistenceChangeType)"
FUNC,logic,0x200ab3c8,156,2,2,2,"Action::recordNoteExistenceChange(InstrumentClip*, long, Note*, ExistenceChangeType)"
FUNC,logic,0x200ab51c,160,2,2,2,"ClipInstance::change(Action*, Output*, long, long, Clip*)"
FUNC,logic,0x200b155c,136,2,2,2,Action::recordAudioClipSampleChange(AudioClip*)
FUNC,logic,0x200b58b8,88,2,2,2,FileWriter::~FileWriter()
FUNC,logic,0x200b5f1c,124,2,2,2,ModControllableAudio::~ModControllableAudio()
FUNC,logic,0x200b6ec4,88,2,2,2,deluge::gui::menu_item::HorizontalMenuGroup::~HorizontalMenuGroup()
FUNC,logic,0x200b6f1c,92,2,2,2,deluge::gui::menu_item::submenu::ActualSource::~ActualSource()
FUNC,logic,0x200b7030,92,2,2,2,deluge::gui::menu_item::HorizontalMenuGroup::~HorizontalMenuGroup()
FUNC,logic,0x200b70f0,100,2,2,2,deluge::gui::menu_item::submenu::ActualSource::~ActualSource()
FUNC,logic,0x200d1290,144,2,2,2,deluge::gui::menu_item::defaults::ui::clip_type::DefaultNewClipType::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2548,164,2,2,2,deluge::gui::menu_item::defaults::DefaultFavouritesLayout::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2cc0,180,2,2,2,deluge::gui::menu_item::defaults::ScreensaverModeMenu::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2d74,176,2,2,2,deluge::gui::menu_item::runtime_feature::DevSysexSetting::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2f00,224,2,2,2,deluge::gui::menu_item::arpeggiator::PresetMode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d3278,216,2,2,2,modfx::getModNames()
FUNC,logic,0x200da1cc,208,2,2,2,"Action::recordParamChangeDefinitely(ModelStackWithAutoParam const*, bool)"
FUNC,logic,0x200dadc4,172,2,2,2,"Action::recordNoteArrayChangeDefinitely(InstrumentClip*, long, NoteVector*, bool)"
FUNC,logic,0x20100f2c,660,2,2,2,"InstrumentClip::detachFromOutput(ModelStackWithTimelineCounter*, bool, bool, bool, bool, bool, bool)"
FUNC,logic,0x20109b40,300,2,2,2,Instrument::createNewClipForArrangementRecording(ModelStack*)
FUNC,logic,0x20120d14,468,2,2,2,"StorageManager::createFile(char const*, bool)"
FUNC,logic,0x2013b988,356,2,3,1,SampleBrowser::horizontalEncoderAction(long)
FUNC,logic,0x20154c78,112,2,2,2,FileWriter::FileWriter() [clone .isra.0]
FUNC,logic,0x2015a18c,92,2,2,2,FileReader::FileReader() [clone .isra.0]
FUNC,logic,0x20097c0c,172,2,1,2,deluge::gui::ui::keyboard::KeyboardScreen::graphicsRoutine()
FUNC,logic,0x2010736c,272,2,2,1,PadLEDs::renderClipExpandOrCollapse()
FUNC,logic,0x2013fae4,572,2,2,1,AutomationView::horizontalEncoderAction(long)
FUNC,logic,0x2007caf0,352,2,1,1,closeUI(UI*)
FUNC,logic,0x2007fa2c,60,2,1,1,"SessionView::potentiallyRenderClipLaunchPlayhead(bool, long)"
FUNC,logic,0x20099b40,142,2,1,1,"GlobalEffectable::createDelayWorkingState(ParamManager&, bool, bool)"
FUNC,logic,0x200d09d0,162,2,0,2,deluge::gui::menu_item::stutter::StutterDirection::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x20077204,212,2,1,0,SoundEditor::enterOrUpdateSoundEditor(bool) [clone .constprop.0]
FUNC,logic,0x2009500c,74,2,0,1,"GeneralMemoryAllocator::putStealableInQueue(Stealable*, StealableQueue) [clone .constprop.0]"
FUNC,logic,0x200b22c4,124,2,0,1,GlobalEffectableForClip::GlobalEffectableForClip() [clone .isra.0]
FUNC,logic,0x200ffb8c,220,2,1,0,PlaybackHandler::recordButtonPressed() [clone .constprop.0]
FUNC,logic,0x2012f0c4,6864,1,33,65,SampleRecorder::cardRoutine()
FUNC,logic,0x20089b40,852,1,44,1,usb_hhub_enumeration
FUNC,logic,0x2007c818,348,1,29,2,QwertyUI::drawKeys()
FUNC,logic,0x20145374,2486,1,14,10,"ArrangerView::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200e68d0,832,1,17,6,AudioEngine::renderReverb(unsigned int)
FUNC,logic,0x2012dd20,552,1,16,5,readButtonsAndPads() [clone .isra.0]
FUNC,logic,0x200cdd54,292,1,19,0,"deluge::hid::display::OLED::setupSideScroller(long, std::basic_string_view<char, std::char_traits<char> >, long, long, long, long, long, long, bool)"
FUNC,logic,0x2008962c,376,1,13,5,usb_hstd_enum_get_descriptor
FUNC,logic,0x2008995c,228,1,17,1,usb_hmidi_get_string_desc.constprop.0.isra.0
FUNC,logic,0x20146134,500,1,14,4,"deluge::gui::menu_item::PatchCableStrength::buttonAction(unsigned char, bool, bool)"
FUNC,logic,0x200bf6b0,1452,1,1,16,deluge::gui::menu_item::DxParam::drawPixelsForOled()
FUNC,logic,0x200add10,524,1,11,5,"MemoryRegion::markSpaceAsEmpty(unsigned long, unsigned long, bool, bool)"
FUNC,logic,0x200f2ff0,4480,1,3,13,"InstrumentClipView::editPadAction(bool, unsigned char, unsigned char, unsigned long)"
FUNC,logic,0x20141e50,4522,1,5,11,InstrumentClipView::nudgeNotes(long)
FUNC,logic,0x2014da24,1232,1,7,9,"SessionView::gridCreateClip(unsigned long, Output*, Clip*)"
FUNC,logic,0x200b8db8,856,1,10,5,ResizeableArray::ensureEnoughSpaceAllocated(long)
FUNC,logic,0x200d15c0,888,1,5,9,deluge::gui::menu_item::PatchCables::readValueAgain()
FUNC,logic,0x200ee41c,680,1,10,3,"ActionLogger::getNewAction(ActionType, ActionAddition) [clone .constprop.0]"
FUNC,logic,0x201011c0,1712,1,3,10,InstrumentClip::claimOutput(ModelStackWithTimelineCounter*)
FUNC,logic,0x20123414,224,1,12,1,"FavouritesManager::setCategory(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .constprop.0]"
FUNC,logic,0x2009fcd4,1586,1,6,6,"Patcher::performPatching(unsigned long, Sound&, ParamManagerForTimeline&)"
FUNC,logic,0x200cce60,472,1,6,6,"String::concatenateAtPos(char const*, long, long)"
FUNC,logic,0x200d2e24,220,1,8,3,deluge::gui::menu_item::cv::Selection::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x20122aac,720,1,4,7,FavouritesManager::loadFavouritesBank() [clone .constprop.0]
FUNC,logic,0x2012c044,208,1,8,3,setupBlankSong()
FUNC,logic,0x2013e190,1442,1,3,8,InstrumentClipView::editNoteRepeat(long) [clone .part.0]
FUNC,logic,0x20090188,140,1,10,0,deluge::gui::context_menu::AudioInputSelector::getOptions()
FUNC,logic,0x200ac1e4,920,1,5,5,"ResizeableArray::insertAtIndex(long, long, void*)"
FUNC,logic,0x200bc014,356,1,6,4,"deluge::memory::ObjectPool<Voice, deluge::memory::fast_allocator>::repopulate()"
FUNC,logic,0x200bc178,360,1,6,4,"deluge::memory::ObjectPool<VoiceSample, deluge::memory::fast_allocator>::repopulate()"
FUNC,logic,0x200bc3cc,360,1,6,4,"deluge::memory::ObjectPool<TimeStretcher, deluge::memory::fast_allocator>::repopulate()"
FUNC,logic,0x200ccd24,316,1,6,4,"String::set(char const*, long)"
FUNC,logic,0x200d5e64,472,1,6,4,ParamManager::setupWithPatching()
FUNC,logic,0x20075d2c,364,1,7,2,HIDSysex::sendDisplayIfChanged()
FUNC,logic,0x200aa25c,956,1,5,4,"ResizeableArray::deleteAtIndex(long, long, bool)"
FUNC,logic,0x200b8bb8,512,1,6,3,"ResizeableArray::attemptMemoryExpansion(long, long, bool, void*)"
FUNC,logic,0x200bb7c4,532,1,4,5,"OpenAddressingHashTable::insert(unsigned long, bool*) [clone .constprop.0] [clone .isra.0]"
FUNC,logic,0x200de8d4,1492,1,3,6,"ArpeggiatorBase::executeArpStep(ArpeggiatorSettings*, unsigned char, bool, unsigned long, unsigned long, bool*, bool*, bool*, bool*, bool*, bool*)"
FUNC,logic,0x20094edc,184,1,7,1,PadLEDs::setupAudioClipCollapseOrExplodeAnimation(AudioClip*)
FUNC,logic,0x2009b5e4,152,1,5,3,ModControllableAudio::endStutter(ParamManagerForTimeline*)
FUNC,logic,0x200bb9d8,252,1,4,4,"void std::vector<std::pair<unsigned long, Cluster*>, deluge::memory::fast_allocator<std::pair<unsigned long, Cluster*> > >::_M_realloc_append<std::pair<unsigned long, Cluster*> >(std::pair<unsigned long, Cluster*>&&)"
FUNC,logic,0x200cfe40,356,1,4,4,"void std::vector<RuntimeFeatureSettingOption, deluge::memory::external_allocator<RuntimeFeatureSettingOption> >::_M_assign_aux<RuntimeFeatureSettingOption const*>(RuntimeFeatureSettingOption const*, RuntimeFeatureSettingOption const*, std::forward_iterator_tag) [clone .constprop.0]"
FUNC,logic,0x200d08bc,276,1,4,4,"std::basic_string_view<char, std::char_traits<char> >& std::vector<std::basic_string_view<char, std::char_traits<char> >, deluge::memory::external_allocator<std::basic_string_view<char, std::char_traits<char> > > >::emplace_back<std::basic_string_view<char, std::char_traits<char> > >(std::basic_string_view<char, std::char_traits<char> >&&)"
FUNC,logic,0x200d27d4,208,1,2,6,deluge::gui::menu_item::keyboard::Layout::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d3e38,440,1,4,4,deluge::gui::menu_item::arpeggiator::NoteMode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d3ff0,420,1,4,4,deluge::gui::menu_item::arpeggiator::OctaveMode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200fe4c4,484,1,7,1,InstrumentClipView::createDrumForAuditionedNoteRow(DrumType)
FUNC,logic,0x2013735c,276,1,6,2,deluge::gui::context_menu::ClearSong::acceptCurrentOption()
FUNC,logic,0x200b5430,504,1,4,3,"AutoParam::copy(long, long, CopiedParamAutomation*, bool, ModelStackWithAutoParam const*)"
FUNC,logic,0x200bb020,332,1,4,3,"std::_Rb_tree_iterator<std::pair<short const, MelodicInstrument::EarlyNoteInfo> > std::_Rb_tree<short, std::pair<short const, MelodicInstrument::EarlyNoteInfo>, std::_Select1st<std::pair<short const, MelodicInstrument::EarlyNoteInfo> >, std::less<short>, deluge::memory::fast_allocator<std::pair<short const, MelodicInstrument::EarlyNoteInfo> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<short&&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<short const, MelodicInstrument::EarlyNoteInfo> >, std::piecewise_construct_t const&, std::tuple<short&&>&&, std::tuple<>&&) [clone .constprop.0] [clone .isra.0]"
FUNC,logic,0x200bb410,332,1,4,3,"std::_Rb_tree_iterator<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > std::_Rb_tree<unsigned char, std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<unsigned char>, deluge::memory::fast_allocator<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<unsigned char&&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::piecewise_construct_t const&, std::tuple<unsigned char&&>&&, std::tuple<>&&) [clone .constprop.0] [clone .isra.0]"
FUNC,logic,0x200d1130,352,1,4,3,deluge::gui::menu_item::runtime_feature::Setting::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1474,332,1,4,3,deluge::gui::menu_item::gate::Mode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x2010632c,780,1,4,3,PadLEDs::renderZoom()
FUNC,logic,0x20119198,360,1,5,2,smSysex::performFileCopy(smSysex::FileOpParams const&)
FUNC,logic,0x20090334,80,1,5,1,deluge::gui::context_menu::clip_settings::LaunchStyleMenu::getOptions()
FUNC,logic,0x200906cc,92,1,6,0,deluge::gui::context_menu::sample_browser::Synth::getOptions()
FUNC,logic,0x200a6b3c,1104,1,3,3,"InstrumentClipView::renderSidebar(unsigned long, RGB (*) [18], unsigned char (*) [18])"
FUNC,logic,0x200b5ff8,148,1,4,2,"deluge::memory::ObjectPool<Voice, deluge::memory::fast_allocator>::~ObjectPool()"
FUNC,logic,0x200b608c,148,1,4,2,"deluge::memory::ObjectPool<VoiceSample, deluge::memory::fast_allocator>::~ObjectPool()"
FUNC,logic,0x200b6120,148,1,4,2,"deluge::memory::ObjectPool<TimeStretcher, deluge::memory::fast_allocator>::~ObjectPool()"
FUNC,logic,0x200d19d0,160,1,2,4,deluge::gui::menu_item::defaults::PatchCablePolarity::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1de0,148,1,2,4,deluge::gui::menu_item::midi::Transpose::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d3b20,384,1,4,2,deluge::gui::menu_item::osc::Type::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200dbc8c,724,1,2,4,"NoteRow::clearArea(long, long, ModelStackWithNoteRow*, Action*, unsigned long, bool) [clone .isra.0]"
FUNC,logic,0x200dbf60,480,1,2,4,"NoteRow::changeNotesAcrossAllScreens(long, ModelStackWithNoteRow*, Action*, long, long) [clone .isra.0]"
FUNC,logic,0x200e3bd0,148,1,5,1,View::setKnobIndicatorLevels() [clone .constprop.0]
FUNC,logic,0x20109c6c,344,1,2,4,"Song::readClipsFromFile(Deserializer&, ClipArray*)"
FUNC,logic,0x2011adb8,280,1,4,2,"Browser::readFileItemsFromFolderAndMemory(Song*, OutputType, char const*, char const*, char const*, bool, Availability, long)"
FUNC,logic,0x20124300,304,1,3,3,SaveMidiDeviceDefinitionUI::performSave(bool)
FUNC,logic,0x20125368,308,1,3,3,SavePatternUI::performSave(bool)
FUNC,logic,0x201323e4,528,1,2,4,"Song::renderAudio(std::span<StereoSample, 4294967295u>, long*, long) [clone .constprop.0]"
FUNC,logic,0x2009072c,80,1,5,0,deluge::gui::context_menu::SaveSongOrInstrument::getOptions()
FUNC,logic,0x200b3b58,192,1,2,3,"AudioClip::cloneAsNewOverdub(ModelStackWithTimelineCounter*, OverDubType)"
FUNC,logic,0x200b3d38,136,1,2,3,AudioOutput::createNewClipForArrangementRecording(ModelStack*)
FUNC,logic,0x200bd500,92,1,3,2,operator new(unsigned int)
FUNC,logic,0x200d34c0,196,1,2,3,deluge::gui::menu_item::arpeggiator::ChordType::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d5550,280,1,2,3,ParamManager::ensureExpressionParamSetExists(bool)
FUNC,logic,0x201046b8,1004,1,2,3,Arrangement::doTickForward(long)
FUNC,logic,0x2010548c,560,1,2,3,PlaybackHandler::playButtonPressed(long) [clone .constprop.0]
FUNC,logic,0x20109738,1032,1,2,3,"InstrumentClip::clone(ModelStackWithTimelineCounter*, bool) const"
FUNC,logic,0x2011d244,392,1,2,3,SaveSongUI::opened()
FUNC,logic,0x2012a710,580,1,2,3,"VoiceSample::possiblySetUpCache(SampleControls*, SamplePlaybackGuide*, long, long, long, LoopType)"
FUNC,logic,0x2014168c,240,1,3,2,SoundEditor::exitCompletely()
FUNC,logic,0x2014817c,716,1,2,3,"ArrangerView::handleAuditionPadAction(long, long, UI*)"
FUNC,logic,0x2007c26c,258,1,4,0,PadLEDs::clearTickSquares(bool)
FUNC,logic,0x20086644,692,1,4,0,SessionView::gridPulseSelectedClip()
FUNC,logic,0x20090684,68,1,4,0,deluge::gui::context_menu::sample_browser::Kit::getOptions()
FUNC,logic,0x200aa020,132,1,2,2,WaveTable::numReasonsDecreasedToZero(char const*)
FUNC,logic,0x200ab110,76,1,2,2,"allocLowSpeed(unsigned long, void*)"
FUNC,logic,0x200ab15c,76,1,2,2,"allocMaxSpeed(unsigned long, void*)"
FUNC,logic,0x200ab5bc,108,1,2,2,ModControllableAudio::enableGrain()
FUNC,logic,0x200ae03c,76,1,2,2,delugeDealloc
FUNC,logic,0x200b3c18,288,1,2,2,"AudioClip::clone(ModelStackWithTimelineCounter*, bool) const"
FUNC,logic,0x200b56d8,76,1,2,2,FileReader::~FileReader() [clone .part.0]
FUNC,logic,0x200b5a78,76,1,2,2,"deluge::allocate_unique<std::byte, deluge::memory::sdram_allocator>(unsigned int)::{lambda(std::byte*)#1}::_FUN(std::byte*)"
FUNC,logic,0x200b63a0,84,1,2,2,deluge::gui::menu_item::gate::Mode::~Mode()
FUNC,logic,0x200b63f4,92,1,2,2,deluge::gui::menu_item::gate::Mode::~Mode()
FUNC,logic,0x200b6450,72,1,2,2,deluge::gui::menu_item::PatchCables::~PatchCables()
FUNC,logic,0x200b6498,76,1,2,2,deluge::gui::menu_item::PatchCables::~PatchCables()
FUNC,logic,0x200b6618,72,1,2,2,deluge::gui::menu_item::HorizontalMenu::~HorizontalMenu()
FUNC,logic,0x200b6660,72,1,2,2,deluge::gui::menu_item::runtime_feature::Settings::~Settings()
FUNC,logic,0x200b66a8,72,1,2,2,deluge::gui::menu_item::Submenu::~Submenu()
FUNC,logic,0x200b66f0,72,1,2,2,deluge::gui::menu_item::submenu::Modulator::~Modulator()
FUNC,logic,0x200b6738,72,1,2,2,deluge::gui::menu_item::eq::EqMenu::~EqMenu()
FUNC,logic,0x200b6780,72,1,2,2,deluge::gui::menu_item::submenu::ModFxHorizontalMenu::~ModFxHorizontalMenu()
FUNC,logic,0x200b67c8,72,1,2,2,deluge::gui::menu_item::midi::ProgramSubMenu::~ProgramSubMenu()
FUNC,logic,0x200b6810,72,1,2,2,deluge::gui::menu_item::submenu::ArpMpeSubmenu::~ArpMpeSubmenu()
FUNC,logic,0x200b6858,72,1,2,2,deluge::gui::menu_item::submenu::Bend::~Bend()
FUNC,logic,0x200b68a0,72,1,2,2,deluge::gui::menu_item::midi::device_definition::DeviceDefinitionSubmenu::~DeviceDefinitionSubmenu()
FUNC,logic,0x200b68e8,72,1,2,2,deluge::gui::menu_item::submenu::PolyMonoConversion::~PolyMonoConversion()
FUNC,logic,0x200b6930,72,1,2,2,deluge::gui::menu_item::midi::Device::~Device()
FUNC,logic,0x200b6978,72,1,2,2,deluge::gui::menu_item::defaults::ScreensaverSubmenu::~ScreensaverSubmenu()
FUNC,logic,0x200b69c0,72,1,2,2,deluge::gui::menu_item::HorizontalMenuContainer::~HorizontalMenuContainer()
FUNC,logic,0x200b6a08,72,1,2,2,deluge::gui::menu_item::filter::FilterContainer::~FilterContainer()
FUNC,logic,0x200b6a50,76,1,2,2,deluge::gui::menu_item::HorizontalMenu::~HorizontalMenu()
FUNC,logic,0x200b6a9c,76,1,2,2,deluge::gui::menu_item::runtime_feature::Settings::~Settings()
FUNC,logic,0x200b6ae8,76,1,2,2,deluge::gui::menu_item::Submenu::~Submenu()
FUNC,logic,0x200b6b34,76,1,2,2,deluge::gui::menu_item::submenu::Modulator::~Modulator()
FUNC,logic,0x200b6b80,76,1,2,2,deluge::gui::menu_item::eq::EqMenu::~EqMenu()
FUNC,logic,0x200b6bcc,76,1,2,2,deluge::gui::menu_item::submenu::ModFxHorizontalMenu::~ModFxHorizontalMenu()
FUNC,logic,0x200b6c18,76,1,2,2,deluge::gui::menu_item::midi::ProgramSubMenu::~ProgramSubMenu()
FUNC,logic,0x200b6c64,76,1,2,2,deluge::gui::menu_item::submenu::ArpMpeSubmenu::~ArpMpeSubmenu()
FUNC,logic,0x200b6cb0,76,1,2,2,deluge::gui::menu_item::submenu::Bend::~Bend()
FUNC,logic,0x200b6cfc,76,1,2,2,deluge::gui::menu_item::midi::device_definition::DeviceDefinitionSubmenu::~DeviceDefinitionSubmenu()
FUNC,logic,0x200b6d48,76,1,2,2,deluge::gui::menu_item::submenu::PolyMonoConversion::~PolyMonoConversion()
FUNC,logic,0x200b6d94,76,1,2,2,deluge::gui::menu_item::midi::Device::~Device()
FUNC,logic,0x200b6de0,76,1,2,2,deluge::gui::menu_item::defaults::ScreensaverSubmenu::~ScreensaverSubmenu()
FUNC,logic,0x200b6e2c,76,1,2,2,deluge::gui::menu_item::HorizontalMenuContainer::~HorizontalMenuContainer()
FUNC,logic,0x200b6e78,76,1,2,2,deluge::gui::menu_item::filter::FilterContainer::~FilterContainer()
FUNC,logic,0x200b6f78,92,1,2,2,deluge::gui::menu_item::envelope::EnvelopeMenu::~EnvelopeMenu()
FUNC,logic,0x200b6fd4,92,1,2,2,deluge::gui::menu_item::cv::Submenu::~Submenu()
FUNC,logic,0x200b708c,100,1,2,2,deluge::gui::menu_item::cv::Submenu::~Submenu()
FUNC,logic,0x200b7154,100,1,2,2,deluge::gui::menu_item::envelope::EnvelopeMenu::~EnvelopeMenu()
FUNC,logic,0x200baf08,200,1,2,2,"ResizeableArray::copyElementsFromOldMemory(void*, long, long)"
FUNC,logic,0x200bb55c,72,1,2,2,delugeAlloc.constprop.0
FUNC,logic,0x200bed54,424,1,2,2,SessionView::redrawNumericDisplay()
FUNC,logic,0x200ccbf4,120,1,2,2,String::shorten(long)
FUNC,logic,0x200cfd78,200,1,3,1,"AudioFileManager::setupAlternateAudioFilePath(String&, long, String&) [clone .constprop.0] [clone .isra.0]"
FUNC,logic,0x200d0444,68,1,2,2,deluge::memory::external_allocator<deluge::gui::menu_item::HorizontalMenu*>::allocate(unsigned int) [clone .isra.0]
FUNC,logic,0x200d0770,68,1,2,2,deluge::memory::external_allocator<MenuItem*>::allocate(unsigned int) [clone .isra.0]
FUNC,logic,0x200d1a70,148,1,2,2,deluge::gui::menu_item::mpe::DirectionSelector::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1b04,144,1,2,2,deluge::gui::menu_item::mpe::ZoneSelector::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1b94,144,1,2,2,deluge::gui::menu_item::shortcuts::Version::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1cb8,148,1,2,2,deluge::gui::menu_item::record::LoopCommand::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1e74,148,1,2,2,deluge::gui::menu_item::defaults::SessionLayout::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d1f9c,152,1,2,2,deluge::gui::menu_item::delay::Analog::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d20d8,160,1,2,2,deluge::gui::menu_item::sample::browser_preview::Mode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d221c,160,1,2,2,deluge::gui::menu_item::monitor::Mode::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d22bc,160,1,2,2,deluge::gui::menu_item::flash::Status::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2400,164,1,2,2,deluge::gui::menu_item::defaults::KeyboardLayout::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2690,160,1,2,2,deluge::gui::menu_item::arpeggiator::ArpMpeVelocity::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2954,168,1,2,2,deluge::gui::menu_item::modulator::Destination::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2b60,172,1,2,2,deluge::gui::menu_item::midi::Takeover::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2c0c,180,1,2,2,deluge::gui::menu_item::defaults::StartupSongModeMenu::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d2fe0,224,1,2,2,deluge::gui::menu_item::arpeggiator::NoteModeForDrums::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d30c0,228,1,2,2,deluge::gui::menu_item::lfo::Type::getOptions(deluge::gui::menu_item::Selection::OptType)
FUNC,logic,0x200d4a70,264,1,2,2,"PatchCableSet::beenCloned(bool, long)"
FUNC,logic,0x200d5200,112,1,2,2,ParamManager::setupUnpatched()
FUNC,logic,0x200da2d4,380,1,2,2,"AutoParam::stealNodes(ModelStackWithAutoParam const*, long, long, long, Action*, StolenParamNodes*)"
FUNC,logic,0x200e06a0,346,1,0,4,Song::commandTranspose(long)
FUNC,logic,0x200f61cc,764,1,0,4,"AutomationView::modEncoderAction(long, long)"
FUNC,logic,0x200fe330,176,1,2,2,"StorageManager::createNewInstrument(OutputType, ParamManager*)"
FUNC,logic,0x200ffc68,492,1,2,2,"Song::replaceInstrumentClipWithAudioClip(Clip*, long)"
FUNC,logic,0x201196dc,452,1,0,4,LoadSongUI::drawSongPreview(bool) [clone .part.0]
